seqnum,sex,province,age,DEP_TOTAL
913,หญิง,บุรีรัมย์,72,3267.43
914,ชาย,บุรีรัมย์,59,8930.72
915,หญิง,บุรีรัมย์,52,9193.83
916,ชาย,บุรีรัมย์,44,1777.93
917,ชาย,บุรีรัมย์,48,3509.53
918,ชาย,บุรีรัมย์,46,8852.16
919,หญิง,บุรีรัมย์,48,1888.76
920,หญิง,กรุงเทพมหานคร,77,43360.85
921,หญิง,บุรีรัมย์,53,7520.66
922,หญิง,บุรีรัมย์,47,5185.7
923,หญิง,บุรีรัมย์,36,5167.54
924,หญิง,บุรีรัมย์,37,5182.85
925,หญิง,บุรีรัมย์,52,3543.96
926,ชาย,บุรีรัมย์,73,1611.59
927,หญิง,บุรีรัมย์,55,54214.61
928,หญิง,บุรีรัมย์,61,33275.59
929,ชาย,บุรีรัมย์,52,5186.82
930,ชาย,บุรีรัมย์,56,9568.67
931,ชาย,กาฬสินธุ์,81,165827.09
932,ชาย,บุรีรัมย์,51,13108.39
933,หญิง,บุรีรัมย์,61,3960.33
934,หญิง,บุรีรัมย์,55,32120.79
935,หญิง,บุรีรัมย์,45,22423.16
936,ชาย,บุรีรัมย์,52,2361.39
937,ชาย,บุรีรัมย์,38,2247.08
938,หญิง,บุรีรัมย์,44,3606.95
939,หญิง,บุรีรัมย์,55,7425.32
940,หญิง,บุรีรัมย์,34,1780.2
941,ชาย,บุรีรัมย์,55,3674.36
942,หญิง,บุรีรัมย์,63,43447.64
943,ชาย,บุรีรัมย์,65,14511.57
944,หญิง,บุรีรัมย์,41,4461.1
945,หญิง,บุรีรัมย์,68,56567.99
946,หญิง,บุรีรัมย์,46,140.25
947,หญิง,บุรีรัมย์,59,878.84
948,หญิง,บุรีรัมย์,56,1974.74
949,หญิง,บุรีรัมย์,56,25395.03
950,หญิง,บุรีรัมย์,51,3846.44
951,ชาย,บุรีรัมย์,51,4232.88
952,ชาย,บุรีรัมย์,64,6947.12
953,ชาย,บุรีรัมย์,57,7264.98
954,ชาย,บุรีรัมย์,63,5608.01
955,หญิง,บุรีรัมย์,61,200.41
956,หญิง,บุรีรัมย์,62,5550.06
957,ชาย,บุรีรัมย์,45,5012.98
958,ชาย,บุรีรัมย์,49,5566.48
959,ชาย,บุรีรัมย์,53,19227.41
960,หญิง,บุรีรัมย์,41,5226.2
961,หญิง,บุรีรัมย์,59,4948.26
962,หญิง,บุรีรัมย์,41,1200.62
963,หญิง,บุรีรัมย์,61,2593.92
964,หญิง,บุรีรัมย์,58,13.6
965,หญิง,บุรีรัมย์,46,1984.32
966,หญิง,บุรีรัมย์,61,76.66
967,หญิง,บุรีรัมย์,45,488.55
968,หญิง,บุรีรัมย์,70,1471.98
969,หญิง,บุรีรัมย์,52,10002.23
970,หญิง,บุรีรัมย์,62,219841.93
971,ชาย,บุรีรัมย์,49,17038.82
972,หญิง,บุรีรัมย์,51,1996.75
973,หญิง,สุรินทร์,50,10.79
974,หญิง,บุรีรัมย์,48,1874.54
975,หญิง,บุรีรัมย์,48,1781.9
976,หญิง,บุรีรัมย์,44,7862.89
977,หญิง,บุรีรัมย์,44,2275.21
978,ชาย,บุรีรัมย์,57,953.81
979,ชาย,บุรีรัมย์,55,11.9
980,ชาย,บุรีรัมย์,53,490.97
981,ชาย,บุรีรัมย์,53,607.62
982,ชาย,บุรีรัมย์,47,1346.19
983,หญิง,บุรีรัมย์,54,0
984,หญิง,บุรีรัมย์,54,163409.69
985,ชาย,บุรีรัมย์,39,2229.5
986,หญิง,บุรีรัมย์,46,13.37
987,หญิง,บุรีรัมย์,43,43809.96
988,ชาย,บุรีรัมย์,44,29641.33
989,หญิง,บุรีรัมย์,62,69.75
990,หญิง,เพชรบูรณ์,56,36278.53
991,หญิง,บุรีรัมย์,58,3301.72
992,หญิง,บุรีรัมย์,63,22519.57
993,หญิง,บุรีรัมย์,65,36.74
994,หญิง,บุรีรัมย์,57,359574.41
995,หญิง,บุรีรัมย์,48,27016.35
996,ชาย,บุรีรัมย์,51,16170.78
997,ชาย,บุรีรัมย์,43,6742.55
998,ชาย,บุรีรัมย์,50,4020.1
999,หญิง,บุรีรัมย์,63,6484.17
1000,หญิง,บุรีรัมย์,48,8354.47
1001,หญิง,บุรีรัมย์,52,5192.85
1002,ชาย,บุรีรัมย์,43,5769.35
1003,หญิง,บุรีรัมย์,58,3842.36
1004,ชาย,บุรีรัมย์,63,7549.53
1005,หญิง,บุรีรัมย์,59,1832.09
1006,หญิง,บุรีรัมย์,54,1771.57
1007,หญิง,บุรีรัมย์,56,363737.4
1008,ชาย,บุรีรัมย์,60,10663.2
1009,ชาย,บุรีรัมย์,51,4217.99
1010,หญิง,บุรีรัมย์,58,78440.01
1011,หญิง,บุรีรัมย์,42,5776.58
1012,หญิง,บุรีรัมย์,50,569684.09
1013,ชาย,บุรีรัมย์,52,5203.2
1014,ชาย,หนองคาย,53,3574.09
1015,ชาย,บุรีรัมย์,46,1770.68
1016,ชาย,บุรีรัมย์,49,19320.92
1017,ชาย,ระยอง,65,4731.3
1018,ชาย,บุรีรัมย์,59,3520.55
1019,หญิง,บุรีรัมย์,48,31294.89
1020,ชาย,บุรีรัมย์,56,1771.04
1021,หญิง,บุรีรัมย์,38,504.69
1022,หญิง,บุรีรัมย์,44,2269.79
1023,หญิง,บุรีรัมย์,58,4547.68
1024,หญิง,บุรีรัมย์,51,11561.94
1025,หญิง,บุรีรัมย์,62,242091.94
1026,หญิง,บุรีรัมย์,47,266420.9
1027,หญิง,บุรีรัมย์,55,191.91
1028,หญิง,บุรีรัมย์,56,1762.02
1029,หญิง,บุรีรัมย์,55,7099.98
1030,หญิง,บุรีรัมย์,56,1769.48
1031,หญิง,บุรีรัมย์,55,6971.38
1032,หญิง,บุรีรัมย์,45,220291.01
1033,หญิง,บุรีรัมย์,43,1747.45
1034,หญิง,บุรีรัมย์,55,1849.6
1035,หญิง,บุรีรัมย์,58,2288.21
1036,หญิง,บุรีรัมย์,48,3636.92
1037,ชาย,บุรีรัมย์,47,2085.66
1038,หญิง,บุรีรัมย์,50,7587.19
1039,หญิง,บุรีรัมย์,59,4201.25
1040,หญิง,บุรีรัมย์,58,2269.85
1041,หญิง,บุรีรัมย์,62,3980.74
1042,หญิง,บุรีรัมย์,63,50.99
1043,หญิง,บุรีรัมย์,67,31215.47
1044,หญิง,บุรีรัมย์,47,1959.22
1045,ชาย,บุรีรัมย์,51,2134.27
1046,ชาย,บุรีรัมย์,49,41094.8
1047,หญิง,บุรีรัมย์,55,3971.77
1048,หญิง,บุรีรัมย์,65,28.28
1049,หญิง,บุรีรัมย์,40,7808.28
1050,ชาย,บุรีรัมย์,55,7879.79
1051,ชาย,บุรีรัมย์,70,102.51
1052,หญิง,บุรีรัมย์,53,4417.55
1053,หญิง,บุรีรัมย์,55,2305.98
1054,ชาย,กาฬสินธุ์,75,12235.05
1055,หญิง,บุรีรัมย์,46,160260.68
1056,ชาย,บุรีรัมย์,54,10770.91
1057,หญิง,บุรีรัมย์,75,200041.84
1058,หญิง,บุรีรัมย์,46,4716.87
1059,ชาย,บุรีรัมย์,65,16004.99
1060,ชาย,บุรีรัมย์,58,0
1061,หญิง,บุรีรัมย์,80,8082.96
1062,ชาย,บุรีรัมย์,55,567.83
1063,หญิง,บุรีรัมย์,61,1353.09
1064,ชาย,บุรีรัมย์,56,4026.76
1065,หญิง,บุรีรัมย์,52,374328.78
1066,หญิง,บุรีรัมย์,52,1004536.76
1067,หญิง,บุรีรัมย์,53,2562.05
1068,หญิง,บุรีรัมย์,53,287677.78
1069,หญิง,บุรีรัมย์,49,6573.17
1070,หญิง,บุรีรัมย์,48,591.99
1071,หญิง,บุรีรัมย์,52,1122.04
1072,หญิง,บุรีรัมย์,65,29.45
1073,หญิง,บุรีรัมย์,68,88.49
1074,หญิง,บุรีรัมย์,63,1469.62
1075,ชาย,บุรีรัมย์,73,150125.18
1076,หญิง,บุรีรัมย์,56,500.19
1077,ชาย,บุรีรัมย์,47,43240.53
1078,หญิง,บุรีรัมย์,55,332651.95
1079,หญิง,บุรีรัมย์,53,9657.96
1080,ชาย,บุรีรัมย์,51,7012.44
1081,หญิง,บุรีรัมย์,48,4513.95
1082,หญิง,บุรีรัมย์,55,120.66
1083,ชาย,บุรีรัมย์,56,140551.37
1084,ชาย,กาฬสินธุ์,76,25029.77
1085,หญิง,บุรีรัมย์,61,310738.44
1086,หญิง,บุรีรัมย์,60,173760.06
1087,ชาย,บุรีรัมย์,46,10778.88
1088,หญิง,บุรีรัมย์,69,20836.19
1089,หญิง,บุรีรัมย์,52,3983.32
1090,หญิง,บุรีรัมย์,44,1650.84
1091,ชาย,บุรีรัมย์,79,16454.45
1092,หญิง,บุรีรัมย์,55,145997.88
1093,ชาย,บุรีรัมย์,60,81799.91
1094,หญิง,บุรีรัมย์,72,1597.06
1095,ชาย,บุรีรัมย์,76,1796.23
1096,หญิง,บุรีรัมย์,77,71699.01
1097,ชาย,บุรีรัมย์,55,1211.48
1098,หญิง,บุรีรัมย์,56,1446.4
1099,หญิง,บุรีรัมย์,45,11733.52
1100,หญิง,บุรีรัมย์,57,1725.89
1101,หญิง,บุรีรัมย์,70,17999.42
1102,หญิง,บุรีรัมย์,46,80.4
1103,ชาย,กาฬสินธุ์,84,525.09
1104,หญิง,บุรีรัมย์,61,9354.27
1105,หญิง,บุรีรัมย์,75,6.52
1106,หญิง,บุรีรัมย์,65,5633.09
1107,หญิง,บุรีรัมย์,49,2900.04
1108,หญิง,บุรีรัมย์,79,899.96
1109,ชาย,บุรีรัมย์,59,119322.9
1110,ชาย,บุรีรัมย์,48,4173.88
1111,หญิง,บุรีรัมย์,47,89.06
1112,หญิง,บุรีรัมย์,60,36534.39
1113,หญิง,บุรีรัมย์,40,102573.16
1114,หญิง,บุรีรัมย์,53,673449.86
1115,ชาย,บุรีรัมย์,45,9.76
1116,หญิง,บุรีรัมย์,80,2362.99
1117,หญิง,บุรีรัมย์,51,170.51
1118,หญิง,บุรีรัมย์,56,4500.29
1119,หญิง,บุรีรัมย์,53,51884.85
1120,หญิง,บุรีรัมย์,87,300715.55
1121,หญิง,บุรีรัมย์,69,4915.33
1122,ชาย,กาฬสินธุ์,85,0
1123,หญิง,บุรีรัมย์,44,9118.07
1124,หญิง,บุรีรัมย์,49,2019.47
1125,หญิง,บุรีรัมย์,48,71.22
1126,ชาย,บุรีรัมย์,52,4679.67
1127,หญิง,บุรีรัมย์,62,1993.13
1128,หญิง,บุรีรัมย์,46,70.62
1129,ชาย,บุรีรัมย์,61,4825.41
1130,หญิง,บุรีรัมย์,50,80208.72
1131,หญิง,บุรีรัมย์,58,466.97
1132,หญิง,บุรีรัมย์,65,12399.83
1133,หญิง,บุรีรัมย์,58,69268.07
1134,หญิง,บุรีรัมย์,52,32086.85
1135,ชาย,บุรีรัมย์,80,39.7
1136,หญิง,บุรีรัมย์,70,1274.2
1137,ชาย,บุรีรัมย์,44,55363.96
1138,หญิง,บุรีรัมย์,53,84455.03
1139,หญิง,บุรีรัมย์,45,42.18
1140,หญิง,บุรีรัมย์,66,246.85
1141,หญิง,บุรีรัมย์,47,2874.29
1142,ชาย,บุรีรัมย์,84,1145344.44
1143,ชาย,บุรีรัมย์,49,79.23
1144,หญิง,บุรีรัมย์,57,8132.78
1145,ชาย,บุรีรัมย์,59,79.53
1146,หญิง,บุรีรัมย์,34,11219.1
1147,หญิง,บุรีรัมย์,54,4385.86
1148,หญิง,บุรีรัมย์,53,1387.27
1149,ชาย,บุรีรัมย์,60,8532.9
1150,ชาย,บุรีรัมย์,59,30.48
1151,หญิง,บุรีรัมย์,85,2033.53
1152,ชาย,บุรีรัมย์,81,679.41
1153,หญิง,บุรีรัมย์,52,3000.26
1154,หญิง,กระบี่,41,57.94
1155,ชาย,บุรีรัมย์,59,577.6
1156,หญิง,บุรีรัมย์,48,11924.05
1157,ชาย,บุรีรัมย์,87,15089.75
1158,หญิง,บุรีรัมย์,47,23686.97
1159,ชาย,กาฬสินธุ์,79,89596.72
1160,หญิง,บุรีรัมย์,61,506.08
1161,ชาย,บุรีรัมย์,69,190663.94
1162,ชาย,บุรีรัมย์,93,103.64
1163,หญิง,บุรีรัมย์,55,170640.2
1164,ชาย,บุรีรัมย์,59,5460.7
1165,หญิง,บุรีรัมย์,49,0
1166,หญิง,บุรีรัมย์,89,686.13
1167,ชาย,กาฬสินธุ์,88,0
1168,ชาย,บุรีรัมย์,45,617.31
1169,หญิง,บุรีรัมย์,89,73.43
1170,หญิง,บุรีรัมย์,93,2992.38
1171,หญิง,บุรีรัมย์,43,0
1172,หญิง,บุรีรัมย์,39,0
1173,ชาย,บุรีรัมย์,69,598.9
1174,ชาย,บุรีรัมย์,28,301.15
1175,หญิง,พังงา,46,0
1176,ชาย,บุรีรัมย์,68,48193.77
1177,หญิง,บุรีรัมย์,81,21661.45
1178,ชาย,บุรีรัมย์,168,8288.6
1179,ชาย,บุรีรัมย์,31,4029.91
1180,หญิง,บุรีรัมย์,49,117197.58
1181,หญิง,บุรีรัมย์,63,89396.74
1182,หญิง,บุรีรัมย์,49,6595.05
1183,หญิง,บุรีรัมย์,67,83410.46
1184,ชาย,บุรีรัมย์,74,1255.97
1185,ชาย,สุพรรณบุรี,52,1188.11
1186,ชาย,บุรีรัมย์,33,6409.8
1187,ชาย,บุรีรัมย์,27,13936.52
1188,หญิง,บุรีรัมย์,79,5837.16
1189,หญิง,บุรีรัมย์,40,731.41
1190,หญิง,ศรีสะเกษ,60,6543.87
1191,หญิง,บุรีรัมย์,41,607.63
1192,ชาย,บุรีรัมย์,47,166.55
1193,ชาย,กาฬสินธุ์,80,3871.19
1194,หญิง,บุรีรัมย์,30,117.58
1195,ชาย,บุรีรัมย์,31,653.49
1196,หญิง,บุรีรัมย์,53,47267.88
1197,ชาย,บุรีรัมย์,34,3601.51
1198,ชาย,บุรีรัมย์,33,17214.07
1199,หญิง,บุรีรัมย์,67,1030.92
1200,ชาย,กาฬสินธุ์,73,23.65
1201,หญิง,บุรีรัมย์,57,1292.4
1202,หญิง,บุรีรัมย์,73,1534.37
1203,หญิง,บุรีรัมย์,74,1879.19
1204,หญิง,บุรีรัมย์,58,183046.82
1205,หญิง,บุรีรัมย์,70,5258.14
1206,ชาย,กาฬสินธุ์,82,237.54
1207,หญิง,บุรีรัมย์,70,1346.34
1208,หญิง,บุรีรัมย์,41,500.04
1209,ชาย,บุรีรัมย์,56,1100.75
1210,ชาย,บุรีรัมย์,77,985.45
1211,หญิง,บุรีรัมย์,53,2879.26
1212,หญิง,บุรีรัมย์,51,18.05
1213,หญิง,บุรีรัมย์,47,2080.97
1214,หญิง,บุรีรัมย์,61,5364.73
1215,หญิง,บุรีรัมย์,46,18098.67
1216,ชาย,บุรีรัมย์,63,37.37
1217,ชาย,บุรีรัมย์,50,559.04
1218,หญิง,บุรีรัมย์,59,3316.12
1219,หญิง,บุรีรัมย์,73,251.02
1220,ชาย,บุรีรัมย์,43,8492.76
1221,หญิง,บุรีรัมย์,45,5044.83
1222,หญิง,บุรีรัมย์,63,252.05
1223,ชาย,สมุทรปราการ,48,1011626.3
1224,ชาย,มุกดาหาร,33,4916.43
1225,ชาย,บุรีรัมย์,29,993.65
1226,หญิง,บุรีรัมย์,86,921.32
1227,หญิง,กาฬสินธุ์,82,0
1228,หญิง,บุรีรัมย์,56,22375.25
1229,หญิง,บุรีรัมย์,58,32031.24
1230,หญิง,บุรีรัมย์,64,9712.42
1231,(null),บุรีรัมย์,168,2045.79
1232,ชาย,บุรีรัมย์,82,31.11
1233,ชาย,บุรีรัมย์,48,259.05
1234,หญิง,บุรีรัมย์,37,0.67
1235,หญิง,บุรีรัมย์,59,1068.03
1236,หญิง,บุรีรัมย์,86,7138.94
1237,หญิง,บุรีรัมย์,92,357.49
1238,หญิง,บุรีรัมย์,52,251
1239,หญิง,บุรีรัมย์,53,2770.61
1240,ชาย,บุรีรัมย์,56,3924.98
1241,ชาย,บุรีรัมย์,61,122.6
1242,ชาย,กาฬสินธุ์,83,11989.28
1243,ชาย,บุรีรัมย์,97,40.1
1244,ชาย,บุรีรัมย์,32,718.41
1245,หญิง,บุรีรัมย์,27,770.29
1246,หญิง,บุรีรัมย์,35,0
1247,ชาย,บุรีรัมย์,30,746.93
1248,ชาย,บุรีรัมย์,47,79.73
1249,หญิง,บุรีรัมย์,95,0.05
1250,หญิง,บุรีรัมย์,50,16.68
1251,หญิง,บุรีรัมย์,60,131011.25
1252,หญิง,บุรีรัมย์,94,1397.55
1253,หญิง,บุรีรัมย์,44,4684.96
1254,ชาย,บุรีรัมย์,85,195715.79
1255,ชาย,บุรีรัมย์,50,705.06
1256,ชาย,บุรีรัมย์,64,1048.24
1257,ชาย,กาฬสินธุ์,83,2221.67
1258,หญิง,บุรีรัมย์,80,2171.97
1259,หญิง,บุรีรัมย์,82,85747.83
1260,หญิง,บุรีรัมย์,85,32632.71
1261,หญิง,บุรีรัมย์,78,25.24
1262,ชาย,บุรีรัมย์,88,707.31
1263,ชาย,บุรีรัมย์,79,1593.01
1264,ชาย,บุรีรัมย์,41,995.91
1265,หญิง,บุรีรัมย์,89,15.99
1266,ชาย,บุรีรัมย์,56,0
1267,หญิง,บุรีรัมย์,59,3441.87
1268,ชาย,บุรีรัมย์,41,90.07
1269,หญิง,บุรีรัมย์,74,1597.67
1270,ชาย,บุรีรัมย์,64,216829.7
1271,หญิง,บุรีรัมย์,68,32.26
1272,ชาย,บุรีรัมย์,70,12.35
1273,ชาย,บุรีรัมย์,48,1087.32
1274,หญิง,บุรีรัมย์,50,540.46
1275,หญิง,บุรีรัมย์,58,6029.76
1276,หญิง,บุรีรัมย์,26,759.69
1277,ชาย,กาฬสินธุ์,83,0
1278,หญิง,บุรีรัมย์,52,105.35
1279,หญิง,บุรีรัมย์,49,1189.39
1280,หญิง,บุรีรัมย์,48,914.88
1281,หญิง,บุรีรัมย์,51,178971.63
1282,หญิง,บุรีรัมย์,57,2646.75
1283,หญิง,บุรีรัมย์,98,7.37
1284,หญิง,บุรีรัมย์,92,65.06
1285,หญิง,บุรีรัมย์,66,1835.93
1286,หญิง,บุรีรัมย์,60,55445.57
1287,หญิง,บุรีรัมย์,64,11978.74
1288,หญิง,บุรีรัมย์,63,719.91
1289,หญิง,บุรีรัมย์,35,554.8
1290,หญิง,บุรีรัมย์,45,600.22
1291,ชาย,บุรีรัมย์,44,435.43
1292,หญิง,บุรีรัมย์,168,1227.68
1293,หญิง,บุรีรัมย์,97,87.7
1294,ชาย,บุรีรัมย์,56,167.89
1295,หญิง,บุรีรัมย์,31,4391.25
1296,หญิง,บุรีรัมย์,48,19059.25
1297,ชาย,บุรีรัมย์,71,25413.35
1298,ชาย,บุรีรัมย์,58,71298.24
1299,หญิง,บุรีรัมย์,51,1781.57
1300,ชาย,บุรีรัมย์,36,552.02
1301,หญิง,บุรีรัมย์,73,0.44
1302,หญิง,บุรีรัมย์,44,11830.93
1303,ชาย,บุรีรัมย์,45,106.74
1304,หญิง,บุรีรัมย์,57,1052.75
1305,หญิง,บุรีรัมย์,49,1786.07
1306,หญิง,บุรีรัมย์,54,40525.77
1307,หญิง,บุรีรัมย์,78,107664.11
1308,หญิง,บุรีรัมย์,51,42352.25
1309,ชาย,บุรีรัมย์,87,200.02
1310,หญิง,บุรีรัมย์,43,32027.53
1311,หญิง,บุรีรัมย์,51,585.35
1312,หญิง,บุรีรัมย์,69,8527.69
1313,หญิง,บุรีรัมย์,28,0.47
1314,ชาย,บุรีรัมย์,47,200.38
1315,หญิง,บุรีรัมย์,39,6.77
1316,หญิง,บุรีรัมย์,41,5.73
1317,หญิง,บุรีรัมย์,35,87629.84
1318,หญิง,บุรีรัมย์,55,1457.47
1319,หญิง,บุรีรัมย์,67,15.23
1320,หญิง,บุรีรัมย์,44,81.16
1321,หญิง,บุรีรัมย์,89,22.6
1322,หญิง,บุรีรัมย์,43,4196.67
1323,ชาย,บุรีรัมย์,55,524.18
1324,ชาย,บุรีรัมย์,73,59.83
1325,หญิง,เพชรบุรี,44,534.36
1326,หญิง,บุรีรัมย์,71,431.32
1327,หญิง,บุรีรัมย์,38,3663.84
1328,ชาย,บุรีรัมย์,28,0
1329,หญิง,บุรีรัมย์,47,1122.89
1330,หญิง,บุรีรัมย์,51,122085.01
1331,หญิง,บุรีรัมย์,51,129.94
1332,หญิง,บุรีรัมย์,54,288.29
1333,ชาย,บุรีรัมย์,51,1440.86
1334,หญิง,บุรีรัมย์,59,5986.67
1335,ชาย,บุรีรัมย์,28,30995.71
1336,ชาย,บุรีรัมย์,30,2878.51
1337,ชาย,บุรีรัมย์,27,15904.76
1338,ชาย,บุรีรัมย์,29,610.95
1339,หญิง,บุรีรัมย์,46,435.1
1340,หญิง,บุรีรัมย์,47,640.1
1341,หญิง,บุรีรัมย์,48,2002.69
1342,หญิง,บุรีรัมย์,63,9813.63
1343,ชาย,กาฬสินธุ์,94,71.79
1344,หญิง,บุรีรัมย์,78,1582.54
1345,ชาย,บุรีรัมย์,45,71773.66
1346,หญิง,บุรีรัมย์,55,2.78
1347,ชาย,บุรีรัมย์,49,70734.59
1348,หญิง,บุรีรัมย์,63,1716.34
1349,ชาย,บุรีรัมย์,72,3148.95
1350,หญิง,บุรีรัมย์,57,10849.36
1351,ชาย,บุรีรัมย์,75,8137.37
1352,หญิง,บุรีรัมย์,55,58828.69
1353,ชาย,บุรีรัมย์,57,75.62
1354,ชาย,บุรีรัมย์,56,5.12
1355,หญิง,บุรีรัมย์,56,32.35
1356,หญิง,บุรีรัมย์,35,172793.3
1357,(null),บุรีรัมย์,168,18096.21
1358,หญิง,บุรีรัมย์,67,73.86
1359,ชาย,บุรีรัมย์,52,26976.98
1360,ชาย,บุรีรัมย์,52,4.74
1361,ชาย,บุรีรัมย์,53,1908.58
1362,ชาย,บุรีรัมย์,51,3.08
1363,หญิง,บุรีรัมย์,49,577.29
1364,หญิง,พระนครศรีอยุธยา,78,771.09
1365,ชาย,กาฬสินธุ์,79,96.68
1366,ชาย,บุรีรัมย์,64,202.72
1367,หญิง,บุรีรัมย์,81,154.28
1368,หญิง,บุรีรัมย์,42,2580.77
1369,หญิง,บุรีรัมย์,50,3663.99
1370,หญิง,บุรีรัมย์,54,142.95
1371,หญิง,บุรีรัมย์,64,1828.51
1372,ชาย,บุรีรัมย์,45,231.82
1373,หญิง,บุรีรัมย์,58,1007.96
1374,ชาย,ฉะเชิงเทรา,43,729.4
1375,ชาย,บุรีรัมย์,56,35.45
1376,หญิง,บุรีรัมย์,72,12395.02
1377,หญิง,บุรีรัมย์,50,8810.8
1378,ชาย,บุรีรัมย์,66,48.65
1379,ชาย,บุรีรัมย์,56,1225.06
1380,หญิง,บุรีรัมย์,56,21187.76
1381,ชาย,บุรีรัมย์,60,37.18
1382,ชาย,บุรีรัมย์,51,16.54
1383,หญิง,บุรีรัมย์,48,25.73
1384,หญิง,บุรีรัมย์,45,1055.5
1385,หญิง,บุรีรัมย์,43,32677.13
1386,ชาย,กาฬสินธุ์,85,5006.72
1387,ชาย,บุรีรัมย์,42,14344.68
1388,ชาย,บุรีรัมย์,27,385.22
1389,หญิง,บุรีรัมย์,62,0
1390,หญิง,บุรีรัมย์,50,1236.8
1391,หญิง,บุรีรัมย์,69,72304.19
1392,หญิง,บุรีรัมย์,42,177408.06
1393,ชาย,บุรีรัมย์,51,0.94
1394,หญิง,บุรีรัมย์,65,1.82
1395,หญิง,บุรีรัมย์,60,475.13
1396,หญิง,บุรีรัมย์,42,1745.69
1397,ชาย,บุรีรัมย์,57,12.74
1398,ชาย,บุรีรัมย์,36,16000.49
1399,ชาย,บุรีรัมย์,57,509.04
1400,ชาย,บุรีรัมย์,58,1726.58
1401,หญิง,บุรีรัมย์,62,602.04
1402,หญิง,บุรีรัมย์,56,100
1403,หญิง,บุรีรัมย์,88,186.03
1404,ชาย,บุรีรัมย์,49,740.75
1405,ชาย,บุรีรัมย์,54,11329.14
1406,หญิง,บุรีรัมย์,92,1413.89
1407,หญิง,บุรีรัมย์,75,1996.8
1408,หญิง,บุรีรัมย์,62,22.76
1409,หญิง,บุรีรัมย์,54,39010.05
1410,ชาย,บุรีรัมย์,53,16.99
1411,หญิง,บุรีรัมย์,62,126.5
1412,หญิง,นครราชสีมา,69,528939.24
1413,หญิง,บุรีรัมย์,57,2329.54
1414,ชาย,บุรีรัมย์,73,336.4
1415,หญิง,บุรีรัมย์,48,25855.72
1416,หญิง,บุรีรัมย์,87,810.83
1417,ชาย,บุรีรัมย์,65,43111.5
1418,หญิง,พระนครศรีอยุธยา,56,29.66
1419,หญิง,บุรีรัมย์,49,100.21
1420,ชาย,บุรีรัมย์,59,40.03
1421,หญิง,บุรีรัมย์,64,120542.39
1422,หญิง,บุรีรัมย์,65,13975.01
1423,ชาย,บุรีรัมย์,58,0
1424,ชาย,บุรีรัมย์,64,71993.35
1425,หญิง,บุรีรัมย์,85,2571.13
1426,ชาย,บุรีรัมย์,62,1090.84
1427,หญิง,บุรีรัมย์,80,46560.21
1428,หญิง,บุรีรัมย์,74,9075.66
1429,หญิง,บุรีรัมย์,74,1955.55
1430,ชาย,บุรีรัมย์,54,17194.31
1431,หญิง,บุรีรัมย์,47,4800.62
1432,หญิง,บุรีรัมย์,28,2.57
1433,หญิง,บุรีรัมย์,71,1507.02
1434,หญิง,บุรีรัมย์,50,1093.92
1435,หญิง,บุรีรัมย์,35,6963.05
1436,ชาย,บุรีรัมย์,61,2013.83
1437,หญิง,บุรีรัมย์,55,212561.67
1438,หญิง,บุรีรัมย์,62,434.1
1439,หญิง,บุรีรัมย์,75,216529.84
1440,หญิง,บุรีรัมย์,69,139.82
1441,หญิง,บุรีรัมย์,60,1995572.13
1442,หญิง,บุรีรัมย์,65,45193.87
1443,หญิง,บุรีรัมย์,28,5643.91
1444,ชาย,บุรีรัมย์,58,588.56
1445,หญิง,บุรีรัมย์,50,205.07
1446,ชาย,บุรีรัมย์,57,549.07
1447,ชาย,บุรีรัมย์,72,6284.82
1448,หญิง,บุรีรัมย์,58,1996.15
1449,ชาย,กาฬสินธุ์,93,571.64
1450,หญิง,บุรีรัมย์,45,41.1
1451,ชาย,บุรีรัมย์,84,521.82
1452,หญิง,บุรีรัมย์,65,3106.64
1453,หญิง,บุรีรัมย์,55,81.35
1454,หญิง,บุรีรัมย์,61,10000
1455,หญิง,บุรีรัมย์,69,68990.72
1456,ชาย,บุรีรัมย์,48,595.99
1457,หญิง,บุรีรัมย์,62,634.21
1458,หญิง,บุรีรัมย์,56,5127.7
1459,หญิง,บุรีรัมย์,51,6813.12
1460,หญิง,บุรีรัมย์,56,133894.47
1461,ชาย,บุรีรัมย์,57,69.59
1462,ชาย,บุรีรัมย์,49,1826.84
1463,หญิง,บุรีรัมย์,47,203659.17
1464,หญิง,บุรีรัมย์,40,40.28
1465,หญิง,บุรีรัมย์,63,9.95
1466,ชาย,บุรีรัมย์,52,602.76
1467,ชาย,บุรีรัมย์,66,3095.67
1468,ชาย,บุรีรัมย์,57,129.02
1469,หญิง,บุรีรัมย์,61,19524.96
1470,หญิง,บุรีรัมย์,51,1909.53
1471,หญิง,บุรีรัมย์,61,449737.54
1472,หญิง,บุรีรัมย์,79,810.02
1473,หญิง,บุรีรัมย์,44,117236.48
1474,หญิง,บุรีรัมย์,49,126.44
1475,ชาย,บุรีรัมย์,73,7793.63
1476,ชาย,บุรีรัมย์,71,203.36
1477,หญิง,พระนครศรีอยุธยา,88,16566.51
1478,หญิง,บุรีรัมย์,55,0
1479,หญิง,บุรีรัมย์,69,7432.34
1480,หญิง,บุรีรัมย์,50,3314.35
1481,หญิง,บุรีรัมย์,75,11012.76
1482,หญิง,บุรีรัมย์,43,50304.87
1483,หญิง,บุรีรัมย์,60,2859.89
