seqnum,sex,province,age,DEP_TOTAL
4893,ชาย,กาฬสินธุ์,71,396.04
4894,ชาย,ประจวบคีรีขันธ์,168,1000
4895,หญิง,ประจวบคีรีขันธ์,53,500
4896,ชาย,กำแพงเพชร,66,9174.76
4897,ชาย,กำแพงเพชร,60,1510.93
4898,ชาย,กาฬสินธุ์,69,866.63
4899,หญิง,กำแพงเพชร,168,500
4900,หญิง,กำแพงเพชร,69,3338.24
4901,ชาย,กำแพงเพชร,168,1000
4902,ชาย,บุรีรัมย์,92,0
4903,ชาย,ระยอง,99,9324.24
4904,ชาย,กาฬสินธุ์,77,2638.63
4905,หญิง,จันทบุรี,67,1373.2
4906,ชาย,จันทบุรี,59,121980.5
4907,(null),ชลบุรี,168,500
4908,ชาย,แพร่,59,0
4909,ชาย,ชลบุรี,67,500
4910,ชาย,กาฬสินธุ์,66,282621.09
4911,ชาย,ชลบุรี,168,500
4912,หญิง,ชลบุรี,168,500
4913,ชาย,จันทบุรี,41,0
4914,หญิง,จันทบุรี,168,500
4915,ชาย,จันทบุรี,168,500
4916,ชาย,กาฬสินธุ์,78,14036.75
4917,หญิง,พัทลุง,80,500
4918,ชาย,กาฬสินธุ์,70,5661.5
4919,ชาย,พัทลุง,168,500
4920,หญิง,พัทลุง,168,1000
4921,ชาย,กาฬสินธุ์,74,1564.37
4922,หญิง,พัทลุง,168,500
4923,ชาย,กาฬสินธุ์,71,11856.29
4924,ชาย,พัทลุง,168,500
4925,ชาย,พัทลุง,94,530.63
4926,หญิง,มหาสารคาม,168,1000
4927,ชาย,กาฬสินธุ์,75,2856.09
4928,ชาย,อุตรดิตถ์,63,64.47
4929,ชาย,กาฬสินธุ์,79,68749.71
4930,ชาย,กาฬสินธุ์,80,1129.83
4931,หญิง,อุตรดิตถ์,80,4371.94
4932,ชาย,อุตรดิตถ์,53,0
4933,ชาย,อุบลราชธานี,168,0
4934,หญิง,ชลบุรี,168,500
4935,หญิง,ชลบุรี,168,500
4936,หญิง,ชลบุรี,168,0
4937,หญิง,ชลบุรี,168,500
4938,ชาย,กาฬสินธุ์,84,1447.9
4939,ชาย,ตรัง,168,500
4940,หญิง,ตรัง,168,7152.96
4941,หญิง,สุพรรณบุรี,67,0
4942,ชาย,ตรัง,168,1000
4943,ชาย,กรุงเทพมหานคร,57,500
4944,ชาย,กาฬสินธุ์,75,159205.85
4945,(null),ชัยภูมิ,168,500
4946,ชาย,ชัยภูมิ,168,2150.02
4947,ชาย,ชัยภูมิ,68,500
4948,หญิง,เชียงใหม่,168,500
4949,ชาย,เชียงใหม่,87,79.39
4950,ชาย,เชียงใหม่,168,500
4951,หญิง,กาฬสินธุ์,82,12066.07
4952,หญิง,เชียงใหม่,168,57597.83
4953,หญิง,เชียงราย,65,0
4954,หญิง,เชียงใหม่,72,6221.34
4955,ชาย,เชียงราย,168,500
4956,หญิง,กรุงเทพมหานคร,55,1.22
4957,หญิง,กาฬสินธุ์,74,85.15
4958,หญิง,เชียงราย,168,500
4959,หญิง,เชียงใหม่,168,500
4960,หญิง,เชียงราย,168,1000
4961,หญิง,เชียงราย,62,1002.66
4962,ชาย,เชียงใหม่,65,0
4963,ชาย,กาฬสินธุ์,67,15075.89
4964,หญิง,พระนครศรีอยุธยา,168,500
4965,หญิง,ลพบุรี,56,500.03
4966,หญิง,นครศรีธรรมราช,168,500
4967,ชาย,พระนครศรีอยุธยา,62,500
4968,ชาย,กาฬสินธุ์,66,65.84
4969,หญิง,พระนครศรีอยุธยา,168,5983.15
4970,หญิง,ขอนแก่น,71,771.91
4971,ชาย,ขอนแก่น,62,1193.02
4972,ชาย,กาฬสินธุ์,68,0
4973,หญิง,สระบุรี,168,500
4974,ชาย,สระบุรี,168,1312.67
4975,หญิง,ปราจีนบุรี,168,1500
4976,ชาย,ปราจีนบุรี,168,1000
4977,ชาย,ปัตตานี,168,500
4978,หญิง,ปัตตานี,168,2000
4979,หญิง,ปัตตานี,168,1000
4980,ชาย,ปัตตานี,168,500
4981,ชาย,ปัตตานี,168,500
4982,ชาย,ปัตตานี,168,500
4983,ชาย,ชัยภูมิ,168,500
4984,หญิง,ชัยภูมิ,43,43.53
4985,ชาย,กาฬสินธุ์,67,60307.31
4986,ชาย,นราธิวาส,53,713.01
4987,หญิง,นครสวรรค์,94,500
4988,หญิง,นครราชสีมา,102,1287.3
4989,ชาย,นครราชสีมา,168,500
4990,ชาย,นครราชสีมา,168,500
4991,ชาย,กาฬสินธุ์,74,25420.69
4992,หญิง,นครราชสีมา,168,500
4993,ชาย,เชียงใหม่,168,500
4994,ชาย,เชียงใหม่,65,34310.91
4995,ชาย,เชียงใหม่,168,500
4996,ชาย,เชียงใหม่,168,1000
4997,ชาย,กาฬสินธุ์,72,20007.47
4998,หญิง,พิษณุโลก,168,500
4999,หญิง,พิษณุโลก,168,1000
5000,ชาย,พิษณุโลก,168,500
5001,หญิง,พระนครศรีอยุธยา,82,2544.02
5002,ชาย,กาฬสินธุ์,74,1149.15
5003,หญิง,สุราษฎร์ธานี,55,29610.32
5004,หญิง,สุราษฎร์ธานี,67,543.81
5005,ชาย,สุราษฎร์ธานี,86,2000
5006,หญิง,สุราษฎร์ธานี,60,1512.9
5007,หญิง,สุราษฎร์ธานี,86,1000
5008,ชาย,กาฬสินธุ์,78,3458.82
5009,ชาย,กรุงเทพมหานคร,69,1000
5010,หญิง,สุราษฎร์ธานี,168,5000
5011,ชาย,สุราษฎร์ธานี,64,2000
5012,ชาย,สุราษฎร์ธานี,168,1000
5013,ชาย,สุราษฎร์ธานี,81,2052.4
5014,หญิง,สุราษฎร์ธานี,168,500
5015,ชาย,กาฬสินธุ์,168,1000
5016,ชาย,สงขลา,168,1000
5017,ชาย,กาฬสินธุ์,68,50.58
5018,ชาย,สงขลา,168,500
5019,ชาย,สงขลา,168,500
5020,ชาย,สงขลา,73,1350.99
5021,ชาย,สงขลา,75,1000
5022,ชาย,กาฬสินธุ์,79,12002.28
5023,หญิง,ยะลา,168,500
5024,หญิง,สงขลา,65,17856.46
5025,ชาย,สงขลา,57,28077.06
5026,หญิง,สงขลา,77,186991.47
5027,ชาย,สงขลา,70,10176.67
5028,หญิง,ศรีสะเกษ,168,500
5029,ชาย,บุรีรัมย์,168,500
5030,ชาย,กาฬสินธุ์,67,52238.47
5031,หญิง,บุรีรัมย์,168,3000
5032,ชาย,จันทบุรี,168,1000
5033,หญิง,จันทบุรี,168,1000
5034,ชาย,จันทบุรี,86,1000
5035,ชาย,กาฬสินธุ์,59,35145.97
5036,ชาย,มหาสารคาม,168,1000
5037,ชาย,มหาสารคาม,59,82.27
5038,หญิง,มหาสารคาม,56,500
5039,หญิง,ลำพูน,56,2800.5
5040,หญิง,กาฬสินธุ์,79,93.6
5041,ชาย,เชียงใหม่,168,0
5042,ชาย,เชียงใหม่,83,500
5043,หญิง,อุตรดิตถ์,66,1314.92
5044,ชาย,อุตรดิตถ์,168,500
5045,ชาย,สระบุรี,67,569.16
5046,ชาย,อุตรดิตถ์,63,1250.11
5047,ชาย,พิษณุโลก,168,500
5048,หญิง,อุตรดิตถ์,168,500
5049,หญิง,อุตรดิตถ์,168,500
5050,ชาย,อุบลราชธานี,168,1209.43
5051,หญิง,อุบลราชธานี,168,0
5052,หญิง,นครราชสีมา,46,1036.18
5053,ชาย,อุบลราชธานี,168,500
5054,ชาย,อุบลราชธานี,53,79.57
5055,ชาย,อุบลราชธานี,168,0
5056,หญิง,อุบลราชธานี,168,1000
5057,หญิง,อุบลราชธานี,168,500
5058,หญิง,อุบลราชธานี,168,500
5059,ชาย,อุบลราชธานี,168,500
5060,หญิง,พระนครศรีอยุธยา,79,159.21
5061,หญิง,กาฬสินธุ์,77,6258.16
5062,ชาย,ตรัง,83,97.04
5063,ชาย,กาฬสินธุ์,71,6032.49
5064,ชาย,ตรัง,168,500
5065,ชาย,นครศรีธรรมราช,168,500
5066,หญิง,นครศรีธรรมราช,168,500
5067,หญิง,นครศรีธรรมราช,168,0
5068,หญิง,นครศรีธรรมราช,78,2612.88
5069,หญิง,บุรีรัมย์,19,0
5070,ชาย,บุรีรัมย์,47,517.48
5071,หญิง,บุรีรัมย์,83,0
5072,หญิง,บุรีรัมย์,48,498.16
5073,หญิง,บุรีรัมย์,47,3.25
5074,ชาย,บุรีรัมย์,47,498.81
5075,ชาย,บุรีรัมย์,67,43.27
5076,หญิง,บุรีรัมย์,77,98.19
5077,หญิง,บุรีรัมย์,45,0
5078,หญิง,บุรีรัมย์,39,33000.85
5079,หญิง,บุรีรัมย์,58,115026.43
5080,หญิง,บุรีรัมย์,74,52.44
5081,หญิง,บุรีรัมย์,38,87.89
5082,หญิง,บุรีรัมย์,52,36720.67
5083,หญิง,บุรีรัมย์,49,50071.49
5084,หญิง,บุรีรัมย์,78,464672.8
5085,ชาย,นครพนม,35,2.67
5086,ชาย,บุรีรัมย์,53,340209.58
5087,หญิง,บุรีรัมย์,76,8279.84
5088,ชาย,บุรีรัมย์,47,764.98
5089,ชาย,บุรีรัมย์,82,41840.12
5090,ชาย,บุรีรัมย์,60,10067.58
5091,หญิง,บุรีรัมย์,57,10165.67
5092,หญิง,กาฬสินธุ์,71,3690.05
5093,หญิง,บุรีรัมย์,61,111922.58
5094,หญิง,บุรีรัมย์,48,63.61
5095,หญิง,บุรีรัมย์,47,303.11
5096,ชาย,บุรีรัมย์,40,10375.56
5097,หญิง,บุรีรัมย์,48,384774.48
5098,หญิง,บุรีรัมย์,43,0
5099,หญิง,บุรีรัมย์,49,8192.79
5100,ชาย,บุรีรัมย์,59,317.75
5101,หญิง,กาฬสินธุ์,88,634.51
5102,หญิง,บุรีรัมย์,50,24797.32
5103,หญิง,บุรีรัมย์,46,3788.1
5104,หญิง,บุรีรัมย์,60,895.26
5105,หญิง,บุรีรัมย์,43,7892.55
5106,หญิง,บุรีรัมย์,59,0
5107,หญิง,บุรีรัมย์,69,72.04
5108,หญิง,บุรีรัมย์,41,2328.08
5109,ชาย,กาฬสินธุ์,85,660457.89
5110,หญิง,บุรีรัมย์,38,0
5111,หญิง,บุรีรัมย์,40,440.78
5112,ชาย,บุรีรัมย์,49,0
5113,หญิง,บุรีรัมย์,63,1015.09
5114,หญิง,บุรีรัมย์,56,7279.01
5115,หญิง,บุรีรัมย์,49,165453.61
5116,หญิง,บุรีรัมย์,74,497423.25
5117,ชาย,บุรีรัมย์,66,0
5118,หญิง,บุรีรัมย์,57,2521.78
5119,ชาย,บุรีรัมย์,51,11.02
5120,หญิง,บุรีรัมย์,60,65008.09
5121,หญิง,บุรีรัมย์,41,0
5122,ชาย,บุรีรัมย์,47,4.76
5123,หญิง,บุรีรัมย์,51,34.48
5124,หญิง,กาฬสินธุ์,84,3154.1
5125,หญิง,บุรีรัมย์,77,323199.53
5126,หญิง,บุรีรัมย์,44,0
5127,หญิง,บุรีรัมย์,44,40734.14
5128,หญิง,บุรีรัมย์,48,698372.85
5129,ชาย,บุรีรัมย์,45,19224.34
5130,ชาย,บุรีรัมย์,64,916.75
5131,หญิง,บุรีรัมย์,55,2250.01
5132,หญิง,กรุงเทพมหานคร,33,41.33
5133,หญิง,บุรีรัมย์,49,1721.37
5134,ชาย,บุรีรัมย์,51,0
5135,หญิง,บุรีรัมย์,49,119
5136,หญิง,บุรีรัมย์,38,2024.71
5137,ชาย,บุรีรัมย์,76,19428.18
5138,หญิง,บุรีรัมย์,64,2704.8
5139,หญิง,บุรีรัมย์,40,380000.53
5140,หญิง,บุรีรัมย์,57,874.16
5141,หญิง,บุรีรัมย์,53,20.04
5142,หญิง,บุรีรัมย์,58,1202.03
5143,ชาย,บุรีรัมย์,36,1.08
5144,หญิง,บุรีรัมย์,85,1517.91
5145,หญิง,บุรีรัมย์,44,141029.17
5146,ชาย,บุรีรัมย์,50,29094.56
5147,ชาย,บุรีรัมย์,86,219.71
5148,หญิง,บุรีรัมย์,76,500
5149,หญิง,บุรีรัมย์,85,9.91
5150,หญิง,บุรีรัมย์,57,267.16
5151,ชาย,บุรีรัมย์,61,2775.7
5152,ชาย,บุรีรัมย์,67,2831.37
5153,ชาย,ศรีสะเกษ,50,34.8
5154,หญิง,บุรีรัมย์,54,2595.39
5155,หญิง,บุรีรัมย์,65,70600.08
5156,หญิง,บุรีรัมย์,67,2070.42
5157,หญิง,บุรีรัมย์,41,183219
5158,หญิง,บุรีรัมย์,77,75.76
5159,หญิง,บุรีรัมย์,44,259.04
5160,หญิง,บุรีรัมย์,66,67.53
5161,ชาย,กาฬสินธุ์,81,0
5162,หญิง,บุรีรัมย์,61,29886.87
5163,ชาย,บุรีรัมย์,37,15153
5164,หญิง,บุรีรัมย์,48,3093.11
5165,หญิง,ประจวบคีรีขันธ์,34,105.33
5166,หญิง,บุรีรัมย์,53,50
5167,หญิง,บุรีรัมย์,49,1494.62
5168,ชาย,บุรีรัมย์,60,0
5169,ชาย,กาฬสินธุ์,75,1449.91
5170,หญิง,บุรีรัมย์,62,571.76
5171,หญิง,บุรีรัมย์,55,361.18
5172,ชาย,บุรีรัมย์,58,12419.56
5173,หญิง,บุรีรัมย์,43,206.38
5174,หญิง,บุรีรัมย์,47,850.82
5175,หญิง,บุรีรัมย์,53,247.25
5176,หญิง,บุรีรัมย์,74,721.7
5177,ชาย,กาฬสินธุ์,76,7320.31
5178,หญิง,บุรีรัมย์,77,2732.78
5179,หญิง,บุรีรัมย์,51,72.24
5180,ชาย,บุรีรัมย์,62,96.93
5181,หญิง,บุรีรัมย์,66,110.75
5182,ชาย,บุรีรัมย์,59,29016.86
5183,ชาย,บุรีรัมย์,36,1272.55
5184,หญิง,บุรีรัมย์,48,623.2
5185,หญิง,บุรีรัมย์,76,8899.66
5186,หญิง,บุรีรัมย์,46,2009.34
5187,หญิง,บุรีรัมย์,53,8459.65
5188,ชาย,ระนอง,46,502.37
5189,ชาย,บุรีรัมย์,34,530.82
5190,หญิง,บุรีรัมย์,55,7555.1
5191,หญิง,บุรีรัมย์,47,7.17
5192,หญิง,กาฬสินธุ์,62,1208.22
5193,หญิง,บุรีรัมย์,56,86871.05
5194,ชาย,บุรีรัมย์,67,462.09
5195,ชาย,บุรีรัมย์,48,171320.96
5196,หญิง,บุรีรัมย์,76,1479.78
5197,หญิง,บุรีรัมย์,92,547.71
5198,หญิง,บุรีรัมย์,79,4199.87
5199,หญิง,บุรีรัมย์,44,509.12
5200,หญิง,พระนครศรีอยุธยา,68,67471.88
5201,หญิง,บุรีรัมย์,44,15185.98
5202,หญิง,บุรีรัมย์,68,98448.29
5203,หญิง,บุรีรัมย์,35,1526.94
5204,หญิง,บุรีรัมย์,67,13918.04
5205,หญิง,บุรีรัมย์,70,101.23
5206,หญิง,บุรีรัมย์,45,54203.74
5207,หญิง,บุรีรัมย์,48,69.6
5208,ชาย,บุรีรัมย์,33,2630.42
5209,ชาย,กาฬสินธุ์,76,14244.42
5210,ชาย,บุรีรัมย์,43,41853.42
5211,ชาย,บุรีรัมย์,70,1253
5212,หญิง,บุรีรัมย์,41,81.25
5213,หญิง,บุรีรัมย์,57,27.32
5214,ชาย,บุรีรัมย์,64,6395.34
5215,ชาย,บุรีรัมย์,48,98.82
5216,หญิง,บุรีรัมย์,66,43661.55
5217,หญิง,บุรีรัมย์,51,271.59
5218,หญิง,บุรีรัมย์,46,12016.71
5219,หญิง,บุรีรัมย์,168,0
5220,หญิง,บุรีรัมย์,41,62.03
5221,หญิง,บุรีรัมย์,74,1570.53
5222,ชาย,บุรีรัมย์,73,2280.15
5223,หญิง,บุรีรัมย์,62,111.72
5224,หญิง,บุรีรัมย์,49,2234.48
5225,หญิง,บุรีรัมย์,86,39301.89
5226,หญิง,บุรีรัมย์,44,2256.03
5227,หญิง,บุรีรัมย์,80,30.18
5228,หญิง,บุรีรัมย์,54,192045.85
5229,หญิง,บุรีรัมย์,35,2318.94
5230,หญิง,บุรีรัมย์,35,13.48
5231,หญิง,บุรีรัมย์,37,522.98
5232,หญิง,บุรีรัมย์,48,1915.25
5233,หญิง,ขอนแก่น,34,0.02
5234,หญิง,บุรีรัมย์,55,2098.63
5235,ชาย,บุรีรัมย์,39,7037.62
5236,หญิง,บุรีรัมย์,56,1021.87
5237,หญิง,บุรีรัมย์,87,840.98
5238,หญิง,บุรีรัมย์,70,1207.98
5239,ชาย,บุรีรัมย์,58,26.83
5240,หญิง,บุรีรัมย์,73,3487.57
5241,ชาย,กาฬสินธุ์,78,18497.74
5242,หญิง,บุรีรัมย์,54,80.37
5243,หญิง,สุรินทร์,54,1887.29
5244,ชาย,บุรีรัมย์,51,344.85
5245,หญิง,บุรีรัมย์,54,4569.72
5246,ชาย,บุรีรัมย์,39,64750.07
5247,หญิง,บุรีรัมย์,60,3.34
5248,หญิง,บุรีรัมย์,62,97.16
5249,ชาย,บุรีรัมย์,23,1075.35
5250,ชาย,กาฬสินธุ์,83,15765.07
5251,หญิง,บุรีรัมย์,74,0.88
5252,หญิง,บุรีรัมย์,52,276.04
5253,ชาย,บุรีรัมย์,61,30866.54
5254,หญิง,บุรีรัมย์,50,210472.93
5255,หญิง,บุรีรัมย์,47,1061.82
5256,หญิง,บุรีรัมย์,54,16144.41
5257,ชาย,กาฬสินธุ์,74,56909.67
5258,หญิง,บุรีรัมย์,77,1511.95
5259,หญิง,บุรีรัมย์,53,365.94
5260,หญิง,บุรีรัมย์,40,203.91
5261,หญิง,บุรีรัมย์,71,3298.22
5262,หญิง,บุรีรัมย์,63,16383.12
5263,หญิง,บุรีรัมย์,86,0.98
5264,หญิง,ชลบุรี,47,35.98
5265,ชาย,กาฬสินธุ์,74,4179.44
5266,หญิง,บุรีรัมย์,43,0
5267,หญิง,บุรีรัมย์,46,146.93
5268,หญิง,บุรีรัมย์,75,31942.22
5269,หญิง,บุรีรัมย์,52,2051.32
5270,หญิง,บุรีรัมย์,50,2975.59
5271,ชาย,บุรีรัมย์,53,9269.27
5272,หญิง,บุรีรัมย์,76,1007.23
5273,ชาย,บุรีรัมย์,66,342.25
5274,ชาย,กาฬสินธุ์,63,3147.51
5275,หญิง,บุรีรัมย์,52,0
5276,หญิง,บุรีรัมย์,51,11.39
5277,หญิง,บุรีรัมย์,60,11297.66
5278,หญิง,บุรีรัมย์,30,14005.68
5279,หญิง,ฉะเชิงเทรา,51,93793.08
5280,หญิง,บุรีรัมย์,75,12164.99
5281,หญิง,บุรีรัมย์,80,0
5282,ชาย,บุรีรัมย์,61,10247.67
5283,ชาย,บุรีรัมย์,47,0
5284,หญิง,บุรีรัมย์,43,4096.23
5285,ชาย,กรุงเทพมหานคร,48,0
5286,ชาย,พระนครศรีอยุธยา,65,0
5287,ชาย,กาฬสินธุ์,77,532.64
5288,หญิง,บุรีรัมย์,59,1842.63
5289,ชาย,บุรีรัมย์,26,21688.74
5290,หญิง,บุรีรัมย์,24,10795.85
5291,หญิง,บุรีรัมย์,57,1529.96
5292,ชาย,บุรีรัมย์,51,1076.87
5293,หญิง,บุรีรัมย์,48,110977.17
5294,ชาย,บุรีรัมย์,81,68122.93
5295,หญิง,บุรีรัมย์,74,1075.01
5296,ชาย,กาฬสินธุ์,74,15968.53
5297,ชาย,บุรีรัมย์,53,0
5298,หญิง,บุรีรัมย์,50,126.49
5299,หญิง,บุรีรัมย์,66,6504.47
5300,หญิง,บุรีรัมย์,45,590.47
5301,หญิง,บุรีรัมย์,33,0.03
5302,หญิง,บุรีรัมย์,48,0
5303,หญิง,บุรีรัมย์,45,5440.21
5304,ชาย,บุรีรัมย์,35,0
5305,หญิง,บุรีรัมย์,52,654.61
5306,ชาย,บุรีรัมย์,84,11052.8
5307,หญิง,บุรีรัมย์,45,0
5308,หญิง,บุรีรัมย์,58,108.98
5309,หญิง,บุรีรัมย์,35,2642.81
5310,หญิง,บุรีรัมย์,40,3117.09
5311,ชาย,บุรีรัมย์,91,0.11
5312,ชาย,กาฬสินธุ์,71,3025.26
5313,หญิง,บุรีรัมย์,50,10366.43
5314,ชาย,เพชรบูรณ์,47,1892.91
5315,ชาย,บุรีรัมย์,55,2006.58
5316,หญิง,บุรีรัมย์,48,33685.73
5317,ชาย,บุรีรัมย์,75,3935.15
5318,หญิง,บุรีรัมย์,49,5215.62
5319,หญิง,บุรีรัมย์,87,6873.01
5320,ชาย,บุรีรัมย์,56,9086.9
5321,หญิง,บุรีรัมย์,42,7178.4
5322,ชาย,บุรีรัมย์,59,308.94
5323,หญิง,บุรีรัมย์,47,197.47
5324,หญิง,บุรีรัมย์,53,0
5325,หญิง,บุรีรัมย์,55,242787.71
5326,ชาย,กาฬสินธุ์,76,998.27
5327,หญิง,บุรีรัมย์,60,15203.7
5328,หญิง,ปทุมธานี,55,1820.64
5329,หญิง,บุรีรัมย์,60,63050.35
5330,หญิง,บุรีรัมย์,56,5430.23
5331,หญิง,บุรีรัมย์,59,250.02
5332,ชาย,กาฬสินธุ์,73,0
5333,ชาย,บุรีรัมย์,39,17.66
5334,หญิง,บุรีรัมย์,43,0
5335,ชาย,บุรีรัมย์,52,18592.99
5336,หญิง,บุรีรัมย์,56,227903.2
5337,หญิง,บุรีรัมย์,49,30947.03
5338,หญิง,บุรีรัมย์,47,1054.3
5339,ชาย,กาฬสินธุ์,80,34109.76
5340,หญิง,บุรีรัมย์,58,2177.72
5341,ชาย,บุรีรัมย์,80,804.97
5342,ชาย,บุรีรัมย์,44,3804.26
5343,ชาย,สระบุรี,47,744.51
5344,หญิง,บุรีรัมย์,69,697410.05
5345,หญิง,กาฬสินธุ์,83,0
5346,หญิง,บุรีรัมย์,98,1175.21
5347,หญิง,บุรีรัมย์,65,37.05
5348,หญิง,บุรีรัมย์,61,39.27
5349,หญิง,บุรีรัมย์,47,8317.53
5350,ชาย,บุรีรัมย์,49,28049.31
5351,หญิง,บุรีรัมย์,67,33230.36
5352,ชาย,บุรีรัมย์,79,66.93
5353,หญิง,บุรีรัมย์,64,55.12
5354,ชาย,กาฬสินธุ์,71,4544.89
5355,หญิง,บุรีรัมย์,85,2.59
5356,ชาย,บุรีรัมย์,89,0
5357,หญิง,บุรีรัมย์,80,0
5358,หญิง,บุรีรัมย์,84,3146.63
5359,ชาย,บุรีรัมย์,77,1676.78
5360,ชาย,บุรีรัมย์,42,6820.75
5361,หญิง,บุรีรัมย์,88,0
5362,หญิง,บุรีรัมย์,28,20.03
5363,ชาย,บุรีรัมย์,72,728.4
5364,หญิง,ตาก,73,3220.18
5365,ชาย,บุรีรัมย์,62,1003.37
5366,หญิง,บุรีรัมย์,63,113.45
5367,หญิง,บุรีรัมย์,33,160.33
5368,หญิง,บุรีรัมย์,55,36517.65
5369,หญิง,บุรีรัมย์,37,0.35
5370,หญิง,บุรีรัมย์,59,20617.43
5371,หญิง,บุรีรัมย์,25,28934.99
5372,ชาย,กาฬสินธุ์,78,2.59
5373,ชาย,บุรีรัมย์,53,60474.56
5374,หญิง,บุรีรัมย์,49,1116.23
5375,หญิง,บุรีรัมย์,48,12165.81
5376,ชาย,บุรีรัมย์,60,192.34
5377,หญิง,บุรีรัมย์,33,622.62
5378,หญิง,บุรีรัมย์,60,4050.29
5379,หญิง,บุรีรัมย์,44,115.91
5380,ชาย,บุรีรัมย์,76,12.07
5381,หญิง,บุรีรัมย์,168,0
5382,ชาย,บุรีรัมย์,35,255.04
5383,ชาย,นครราชสีมา,50,2057.18
5384,หญิง,บุรีรัมย์,58,17292.34
5385,หญิง,บุรีรัมย์,61,42.29
5386,ชาย,บุรีรัมย์,37,2108.81
5387,ชาย,กาฬสินธุ์,85,225.13
5388,หญิง,บุรีรัมย์,56,10311.9
5389,หญิง,บุรีรัมย์,82,412.45
5390,ชาย,บุรีรัมย์,50,16.67
5391,ชาย,มหาสารคาม,68,54.56
5392,หญิง,บุรีรัมย์,80,0
5393,หญิง,บุรีรัมย์,51,78771.5
5394,ชาย,บุรีรัมย์,49,3778.06
5395,ชาย,บุรีรัมย์,60,371.45
5396,ชาย,บุรีรัมย์,73,205.39
5397,หญิง,บุรีรัมย์,45,482.66
5398,หญิง,บุรีรัมย์,58,15153
5399,หญิง,ระยอง,47,39.52
5400,หญิง,บุรีรัมย์,49,20.84
5401,หญิง,บุรีรัมย์,62,5246.1
5402,ชาย,บุรีรัมย์,44,9661.86
5403,ชาย,บุรีรัมย์,27,153.24
5404,ชาย,บุรีรัมย์,36,74.79
5405,หญิง,บุรีรัมย์,45,202167.09
5406,หญิง,บุรีรัมย์,62,0
5407,ชาย,กาฬสินธุ์,67,1270.87
5408,หญิง,บุรีรัมย์,77,2018.6
5409,หญิง,บุรีรัมย์,40,0
5410,ชาย,บุรีรัมย์,53,517.3
5411,หญิง,บุรีรัมย์,51,1000.38
5412,ชาย,บุรีรัมย์,53,3679.83
5413,ชาย,บุรีรัมย์,72,1556.02
5414,ชาย,บุรีรัมย์,57,1446.86
5415,ชาย,กาฬสินธุ์,74,0
5416,หญิง,บุรีรัมย์,42,1666.21
5417,หญิง,บุรีรัมย์,69,3813.14
5418,หญิง,บุรีรัมย์,41,50300
5419,หญิง,บุรีรัมย์,49,0
5420,ชาย,บุรีรัมย์,56,62.06
5421,หญิง,บุรีรัมย์,75,50678.37
5422,หญิง,บุรีรัมย์,68,7262.12
5423,ชาย,บุรีรัมย์,26,538.08
5424,หญิง,บุรีรัมย์,41,44934.14
5425,หญิง,บุรีรัมย์,54,12701.14
5426,หญิง,บุรีรัมย์,57,24633.29
5427,หญิง,บุรีรัมย์,44,6.47
5428,หญิง,บุรีรัมย์,82,73.9
5429,หญิง,บุรีรัมย์,45,81.8
5430,หญิง,บุรีรัมย์,56,3833632.13
5431,หญิง,บุรีรัมย์,53,0
5432,ชาย,บุรีรัมย์,58,4160.56
5433,หญิง,บุรีรัมย์,59,9324.01
5434,หญิง,บุรีรัมย์,33,8000
5435,หญิง,บุรีรัมย์,44,16187.75
5436,ชาย,บุรีรัมย์,67,337.99
5437,ชาย,บุรีรัมย์,67,0
5438,หญิง,บุรีรัมย์,68,325.41
5439,หญิง,บุรีรัมย์,49,250
5440,ชาย,กาฬสินธุ์,79,48.76
5441,หญิง,บุรีรัมย์,47,0
5442,ชาย,บุรีรัมย์,46,33964.05
5443,หญิง,บุรีรัมย์,60,13788.06
5444,หญิง,บุรีรัมย์,64,1160.27
5445,หญิง,บุรีรัมย์,54,105.32
5446,ชาย,บุรีรัมย์,61,5204.79
5447,ชาย,กาฬสินธุ์,70,3399.97
5448,หญิง,บุรีรัมย์,41,1356.98
5449,ชาย,บุรีรัมย์,75,1622.89
5450,หญิง,บุรีรัมย์,71,267.82
5451,หญิง,บุรีรัมย์,52,40469.28
5452,ชาย,บุรีรัมย์,57,0
5453,ชาย,บุรีรัมย์,59,2656.81
5454,ชาย,กาฬสินธุ์,79,601.74
5455,หญิง,บุรีรัมย์,38,0
5456,ชาย,บุรีรัมย์,56,2411.23
5457,ชาย,บุรีรัมย์,73,76.68
5458,หญิง,บุรีรัมย์,39,40302.67
5459,หญิง,บุรีรัมย์,40,81.3
5460,ชาย,บุรีรัมย์,46,7846.52
5461,หญิง,บุรีรัมย์,49,23797.85
5462,หญิง,บุรีรัมย์,73,26.43
5463,ชาย,กาฬสินธุ์,86,2142.08
5464,หญิง,บุรีรัมย์,46,1065.23
5465,หญิง,บุรีรัมย์,66,10565.75
5466,ชาย,บุรีรัมย์,83,1347.59
5467,ชาย,บุรีรัมย์,69,0
5468,หญิง,บุรีรัมย์,76,6983.99
5469,หญิง,บุรีรัมย์,76,90.78
5470,หญิง,บุรีรัมย์,63,21564.57
5471,หญิง,บุรีรัมย์,35,29.13
5472,ชาย,บุรีรัมย์,64,1806.29
5473,ชาย,บุรีรัมย์,77,1054.38
5474,หญิง,บุรีรัมย์,42,5161.7
5475,หญิง,บุรีรัมย์,35,155.88
5476,ชาย,สมุทรสาคร,74,316.87
